Ticker,Report Date,Currency,Fiscal Year,Fiscal Period,Revenue,Cost of Revenue,Operating Income (Loss),Operating Expenses,Depreciation & Amortization,EBITDA,country_code,primary_ticker,account_number,organization,survey_year,response_received_date,country,region,authority_types,activities,sectors,industries,primary_activity,primary_sector,primary_industry,primary_questionnaire_sector
EE,2019-12-31,USD,2019,FY,861994000.0,-175921000.0,178093000.0,-507980000.0,102072000.0,280165000.0,,,,,,,,,,,,,,,,
EEFT,2018-02-28,USD,2017,FY,2252422000.0,-1356250000.0,300053000.0,-596119000.0,95030000.0,395083000.0,,,,,,,,,,,,,,,,
EEFT,2019-02-28,USD,2018,FY,2536629000.0,-1488406000.0,364963000.0,-683260000.0,106021000.0,470984000.0,,,,,,,,,,,,,,,,
EEFT,2020-02-29,USD,2019,FY,2750109000.0,-1556483000.0,475194000.0,-718432000.0,111744000.0,586938000.0,,,,,,,,,,,,,,,,
EEI,2017-07-31,USD,2017,FY,104502000.0,-56713000.0,5928000.0,-41861000.0,1040000.0,6968000.0,,,,,,,,,,,,,,,,
EEI,2018-07-31,USD,2018,FY,90684000.0,-51046000.0,-702000.0,-40340000.0,1083000.0,381000.0,,,,,,,,,,,,,,,,
EEI,2019-07-31,USD,2019,FY,88510000.0,-50087000.0,-1419000.0,-39842000.0,1022000.0,-397000.0,,,,,,,,,,,,,,,,
EFOI,2017-12-31,USD,2017,FY,19846000.0,-15025000.0,-9434000.0,-14255000.0,681000.0,-8753000.0,,,,,,,,,,,,,,,,
EFOI,2018-12-31,USD,2018,FY,18107000.0,-14695000.0,-8974000.0,-12386000.0,522000.0,-8452000.0,,,,,,,,,,,,,,,,
EFOI,2019-12-31,USD,2019,FY,12705000.0,-10731000.0,-6759000.0,-8733000.0,326000.0,-6433000.0,,,,,,,,,,,,,,,,
EFR,2017-12-31,USD,2017,FY,31046000.0,-19405000.0,-19334000.0,-30975000.0,4636000.0,-14698000.0,,,,,,,,,,,,,,,,
EFR,2018-12-31,USD,2018,FY,31721000.0,-14752000.0,-14898000.0,-31867000.0,3790000.0,-11108000.0,,,,,,,,,,,,,,,,
EFR,2019-12-31,USD,2019,FY,5865000.0,-3947000.0,-24299000.0,-26217000.0,1213000.0,-23086000.0,,,,,,,,,,,,,,,,
EFX,2017-12-31,USD,2017,FY,3362200000.0,-1210700000.0,824600000.0,-1326900000.0,290900000.0,1115500000.0,,,,,,,,,,,,,,,,
EFX,2018-12-31,USD,2018,FY,3412100000.0,-1440400000.0,448000000.0,-1523700000.0,315900000.0,763900000.0,,,,,,,,,,,,,,,,
EFX,2019-12-31,USD,2019,FY,3507600000.0,-1521700000.0,-335400000.0,-2321300000.0,337300000.0,1900000.0,,,,,,,,,,,,,,,,
EGAN,2017-06-30,USD,2017,FY,58215000.0,-21199000.0,-3725000.0,-40741000.0,1108000.0,-2617000.0,,,,,,,,,,,,,,,,
EGAN,2018-06-30,USD,2018,FY,61307000.0,-22336000.0,-988000.0,-39959000.0,623000.0,-365000.0,,,,,,,,,,,,,,,,
EGAN,2019-06-30,USD,2019,FY,67232000.0,-21841000.0,5522000.0,-39869000.0,362000.0,5884000.0,,,,,,,,,,,,,,,,
EGAN,2020-06-30,USD,2020,FY,72729000.0,-21081000.0,7406000.0,-44242000.0,304000.0,7710000.0,,,,,,,,,,,,,,,,
EGDS,2017-05-31,USD,2017,FY,0.0,,-4828076.0,-4828076.0,,-4828076.0,,,,,,,,,,,,,,,,
EGDS,2018-05-31,USD,2018,FY,0.0,,-3465375.0,-3465375.0,,-3465375.0,,,,,,,,,,,,,,,,
EGDS,2019-05-31,USD,2019,FY,0.0,,-1528964.0,-1528964.0,,-1528964.0,,,,,,,,,,,,,,,,
EGDS,2020-05-31,USD,2020,FY,4166.0,,-427875.0,-432041.0,,-427875.0,,,,,,,,,,,,,,,,
EGHT,2018-03-31,USD,2017,FY,296500000.0,-71171000.0,-32427000.0,-257756000.0,15717000.0,-16710000.0,,,,,,,,,,,,,,,,
EGHT,2019-03-31,USD,2018,FY,352586000.0,-129972000.0,-90988000.0,-313602000.0,24671000.0,-66317000.0,,,,,,,,,,,,,,,,
EGHT,2020-03-31,USD,2019,FY,446237000.0,-201228000.0,-159819000.0,-404828000.0,37227000.0,-122592000.0,,,,,,,,,,,,,,,,
EGLT,2017-12-31,USD,2017,FY,26136000.0,,-65440000.0,-91576000.0,5062000.0,-60378000.0,,,,,,,,,,,,,,,,
EGLT,2018-12-31,USD,2018,FY,30353000.0,,-40546000.0,-70899000.0,4193000.0,-36353000.0,,,,,,,,,,,,,,,,
EGLT,2019-12-31,USD,2019,FY,79527000.0,,-28728000.0,-108255000.0,13576000.0,-15152000.0,,,,,,,,,,,,,,,,
EGP,2017-12-31,USD,2017,FY,274150000.0,,95196000.0,-178954000.0,83874000.0,179070000.0,,,,,,,,,,,,,,,,
EGP,2018-12-31,USD,2018,FY,300392000.0,,108556000.0,-191836000.0,91704000.0,200260000.0,,,,,,,,,,,,,,,,
EGP,2019-12-31,USD,2019,FY,331387000.0,,116983000.0,-214404000.0,104724000.0,221707000.0,,,,,,,,,,,,,,,,
EGY,2017-12-31,USD,2017,FY,77025000.0,-39697000.0,19951000.0,-17377000.0,6457000.0,26408000.0,,,,,,,,,,,,,,,,
EGY,2018-12-31,USD,2018,FY,104943000.0,-40415000.0,47962000.0,-16566000.0,5596000.0,53558000.0,,,,,,,,,,,,,,,,
EGY,2019-12-31,USD,2019,FY,84521000.0,-37689000.0,20814000.0,-26018000.0,7083000.0,27897000.0,,,,,,,,,,,,,,,,
EHTH,2017-12-31,USD,2017,FY,190706000.0,-582000.0,83241000.0,-106883000.0,2837000.0,86078000.0,,,,,,,,,,,,,,,,
EHTH,2018-12-31,USD,2018,FY,251395000.0,-1228000.0,119309000.0,-130858000.0,2479000.0,121788000.0,,,,,,,,,,,,,,,,
EHTH,2019-12-31,USD,2019,FY,506201000.0,-2738000.0,286877000.0,-216586000.0,2983000.0,289860000.0,,,,,,,,,,,,,,,,
EIGI,2017-12-31,USD,2017,FY,1176867000.0,-603930000.0,52733000.0,-520204000.0,195539000.0,248272000.0,,,,,,,,,,,,,,,,
EIGI,2018-12-31,USD,2018,FY,1145291000.0,-520737000.0,146946000.0,-477608000.0,151355000.0,298301000.0,,,,,,,,,,,,,,,,
EIGI,2019-12-31,USD,2019,FY,1113278000.0,-510296000.0,120619000.0,-482363000.0,130134000.0,250753000.0,,,,,,,,,,,,,,,,
EIX,2017-12-31,USD,2017,FY,12320000000.0,-4873000000.0,2222000000.0,-5225000000.0,2115000000.0,4337000000.0,,,,,,,,,,,,,,,,
EIX,2018-12-31,USD,2018,FY,12657000000.0,-5406000000.0,2188000000.0,-5063000000.0,1940000000.0,4128000000.0,,,,,,,,,,,,,,,,
EIX,2019-12-31,USD,2019,FY,12347000000.0,-4991000000.0,2209000000.0,-5147000000.0,1803000000.0,4012000000.0,,,,,,,,,,,,,,,,
EL,2017-06-30,USD,2017,FY,11824000000.0,-2437000000.0,1918000000.0,-7469000000.0,464000000.0,2382000000.0,,,,,,,,,,,,,,,,
EL,2018-06-30,USD,2018,FY,13683000000.0,-2844000000.0,2283000000.0,-8556000000.0,531000000.0,2814000000.0,US,EL US,5885.0,Estee Lauder Companies Inc.,2018.0,2018-08-15T00:00:00Z,United States of America,, Investor, Personal care & household products, Chemicals, Materials,Personal care & household products,Chemicals,Materials,General
EL,2019-06-30,USD,2019,FY,14863000000.0,-3387000000.0,2619000000.0,-8857000000.0,557000000.0,3176000000.0,US,EL US,5885.0,Estee Lauder Companies Inc.,2019.0,2019-08-28T21:16:13Z,United States of America,, Investor, Personal care & household products, Chemicals, Materials,Personal care & household products,Chemicals,Materials,General
EL,2020-06-30,USD,2020,FY,14294000000.0,-3552000000.0,2105000000.0,-8637000000.0,611000000.0,2716000000.0,US,EL US,5885.0,Estee Lauder Companies Inc.,2020.0,2020-08-26T23:23:50Z,United States of America,, Investor, Personal care & household products, Chemicals, Materials,Personal care & household products,Chemicals,Materials,General
ELLI,2017-12-31,USD,2017,FY,417042000.0,-160910000.0,42138000.0,-213994000.0,45997000.0,88135000.0,,,,,,,,,,,,,,,,
ELLI,2018-12-31,USD,2018,FY,480266000.0,-199925000.0,10880000.0,-269461000.0,50275000.0,61155000.0,,,,,,,,,,,,,,,,
ELMD,2017-06-30,USD,2017,FY,25861144.0,-5292715.0,3569339.0,-16999090.0,755127.0,4324466.0,,,,,,,,,,,,,,,,
ELMD,2018-06-30,USD,2018,FY,28697622.0,-5841601.0,3008525.0,-19847496.0,790027.0,3798552.0,,,,,,,,,,,,,,,,
ELMD,2019-06-30,USD,2019,FY,31299750.0,-7451806.0,2818511.0,-21029433.0,925227.0,3743738.0,,,,,,,,,,,,,,,,
ELMD,2020-06-30,USD,2020,FY,32470688.0,-7270642.0,4205583.0,-20994463.0,738230.0,4943813.0,,,,,,,,,,,,,,,,
ELS,2017-12-31,USD,2017,FY,925312000.0,-566836000.0,311115000.0,-47361000.0,124951000.0,436066000.0,,,,,,,,,,,,,,,,
ELY,2017-12-31,USD,2017,FY,1048736000.0,-568288000.0,78837000.0,-401611000.0,17605000.0,96442000.0,,,,,,,,,,,,,,,,
ELY,2018-12-31,USD,2018,FY,1242834000.0,-664465000.0,128442000.0,-449927000.0,19948000.0,148390000.0,,,,,,,,,,,,,,,,
ELY,2019-12-31,USD,2019,FY,1701063000.0,-934276000.0,132668000.0,-634119000.0,34951000.0,167619000.0,,,,,,,,,,,,,,,,
EME,2017-12-31,USD,2017,FY,7686999000.0,-6539987000.0,389950000.0,-757062000.0,88509000.0,478459000.0,,,,,,,,,,,,,,,,
EME,2018-12-31,USD,2018,FY,8130631000.0,-6925178000.0,406296000.0,-799157000.0,80915000.0,487211000.0,US,EME US,41491.0,EMCOR Group Inc.,2018.0,2018-09-12T00:00:00Z,United States of America,, Supply Chain, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General
EME,2019-12-31,USD,2019,FY,9174611000.0,-7818743000.0,462415000.0,-893453000.0,92087000.0,554502000.0,US,EME US,41491.0,EMCOR Group Inc.,2019.0,2019-07-30T14:17:37Z,United States of America,, Supply Chain, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General
EMGL,2017-12-31,USD,2017,FY,22865146.0,,2595166.0,-20269980.0,601266.0,3196432.0,,,,,,,,,,,,,,,,
EMGL,2018-12-31,USD,2018,FY,34575097.0,,427274.0,-34147823.0,488464.0,915738.0,,,,,,,,,,,,,,,,
EMGL,2019-12-31,USD,2019,FY,35583131.0,,-2995915.0,-38579046.0,946185.0,-2049730.0,,,,,,,,,,,,,,,,
EMN,2017-12-31,USD,2017,FY,9549000000.0,-7095000000.0,1540000000.0,-914000000.0,587000000.0,2127000000.0,,,,,,,,,,,,,,,,
EMN,2018-12-31,USD,2018,FY,10151000000.0,-7672000000.0,1544000000.0,-935000000.0,604000000.0,2148000000.0,US,EMN US,5169.0,Eastman Chemical Company,2018.0,2018-08-15T00:00:00Z,United States of America,," Investor, Supply Chain"," Other base chemicals, Specialty chemicals", Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals
EMN,2019-12-31,USD,2019,FY,9273000000.0,-7039000000.0,1249000000.0,-985000000.0,611000000.0,1860000000.0,US,EMN US,5169.0,Eastman Chemical Company,2019.0,2019-07-31T18:44:35Z,United States of America,," Investor, Supply Chain"," Other base chemicals, Specialty chemicals", Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals
EMR,2017-09-30,USD,2017,FY,15264000000.0,-8860000000.0,2786000000.0,-3618000000.0,636000000.0,3422000000.0,,,,,,,,,,,,,,,,
EMR,2018-09-30,USD,2018,FY,17408000000.0,-9948000000.0,3202000000.0,-4258000000.0,758000000.0,3960000000.0,US,EMR US,5521.0,Emerson Electric Co.,2018.0,2018-08-11T00:00:00Z,United States of America,," Investor, Supply Chain"," Electrical equipment, Fabricated metal components, Industrial machinery"," Electrical & electronic equipment, Metal products manufacturing, Powered machinery", Manufacturing,Electrical equipment,Electrical & electronic equipment,Manufacturing,General
EMR,2019-09-30,USD,2019,FY,18372000000.0,-10557000000.0,3358000000.0,-4457000000.0,822000000.0,4180000000.0,US,EMR US,5521.0,Emerson Electric Co.,2019.0,2019-07-30T16:11:37Z,United States of America,," Investor, Supply Chain"," Electrical equipment, Fabricated metal components, Industrial machinery"," Electrical & electronic equipment, Metal products manufacturing, Powered machinery", Manufacturing,Electrical equipment,Electrical & electronic equipment,Manufacturing,General
ENDP,2017-12-31,USD,2017,FY,3468858000.0,-2228530000.0,438387000.0,-801941000.0,983765000.0,1422152000.0,,,,,,,,,,,,,,,,
ENDP,2018-12-31,USD,2018,FY,2947078000.0,-1631682000.0,483533000.0,-831863000.0,723707000.0,1207240000.0,,,,,,,,,,,,,,,,
ENDP,2019-12-31,USD,2019,FY,2914364000.0,-1569338000.0,581874000.0,-763152000.0,612862000.0,1194736000.0,,,,,,,,,,,,,,,,
ENG,2017-12-31,USD,2017,FY,55765000.0,-49327000.0,-6143000.0,-12581000.0,970000.0,-5173000.0,,,,,,,,,,,,,,,,
ENG,2018-12-31,USD,2018,FY,53996000.0,-47063000.0,-3097000.0,-10030000.0,460000.0,-2637000.0,,,,,,,,,,,,,,,,
ENG,2019-12-31,USD,2019,FY,56446000.0,-48530000.0,-1401000.0,-9317000.0,389000.0,-1012000.0,,,,,,,,,,,,,,,,
ENPH,2017-12-31,USD,2017,FY,286166000.0,-230123000.0,-39378000.0,-95421000.0,9004000.0,-30374000.0,,,,,,,,,,,,,,,,
ENPH,2018-12-31,USD,2018,FY,316159000.0,-221714000.0,1596000.0,-92849000.0,9667000.0,11263000.0,,,,,,,,,,,,,,,,
ENPH,2019-12-31,USD,2019,FY,624333000.0,-403088000.0,102729000.0,-118516000.0,14119000.0,116848000.0,,,,,,,,,,,,,,,,
ENR,2017-09-30,USD,2017,FY,1755700000.0,-944400000.0,312400000.0,-498900000.0,50200000.0,362600000.0,,,,,,,,,,,,,,,,
ENR,2018-09-30,USD,2018,FY,1797700000.0,-966800000.0,262400000.0,-568500000.0,45100000.0,307500000.0,,,,,,,,,,,,,,,,
ENR,2019-09-30,USD,2019,FY,2494500000.0,-1490700000.0,284800000.0,-719000000.0,92800000.0,377600000.0,,,,,,,,,,,,,,,,
ENR,2020-09-30,USD,2020,FY,2744800000.0,-1662900000.0,359600000.0,-722300000.0,111900000.0,471500000.0,,,,,,,,,,,,,,,,
ENS,2018-03-31,USD,2017,FY,2581891000.0,-1921494000.0,278320000.0,-382077000.0,54317000.0,332637000.0,,,,,,,,,,,,,,,,
ENS,2019-03-31,USD,2018,FY,2808017000.0,-2104612000.0,261990000.0,-441415000.0,63348000.0,325338000.0,,,,,,,,,,,,,,,,
ENS,2020-03-31,USD,2019,FY,3087868000.0,-2301148000.0,257077000.0,-529643000.0,87344000.0,344421000.0,,,,,,,,,,,,,,,,
ENV,2018-12-31,USD,2018,FY,812363000.0,-263400000.0,14165000.0,-534798000.0,77626000.0,91791000.0,,,,,,,,,,,,,,,,
ENV,2019-12-31,USD,2019,FY,900127000.0,-278811000.0,-16073000.0,-637389000.0,101271000.0,85198000.0,,,,,,,,,,,,,,,,
ENVA,2017-12-31,USD,2017,FY,843741000.0,-396632000.0,134414000.0,-312695000.0,14388000.0,148802000.0,,,,,,,,,,,,,,,,
ENVA,2018-12-31,USD,2018,FY,1114074000.0,-571000000.0,183072000.0,-360002000.0,15190000.0,198262000.0,,,,,,,,,,,,,,,,
ENVA,2019-12-31,USD,2019,FY,1174757000.0,-602894000.0,248210000.0,-323653000.0,15055000.0,263265000.0,,,,,,,,,,,,,,,,
ENZ,2017-07-31,USD,2017,FY,107804000.0,-59478000.0,-1469000.0,-49795000.0,3598000.0,2129000.0,,,,,,,,,,,,,,,,
ENZ,2018-07-31,USD,2018,FY,104713000.0,-60385000.0,-7037000.0,-51365000.0,3130000.0,-3907000.0,,,,,,,,,,,,,,,,
ENZ,2019-07-31,USD,2019,FY,81170000.0,-57922000.0,-24192000.0,-47440000.0,3036000.0,-21156000.0,,,,,,,,,,,,,,,,
ENZ,2020-07-31,USD,2020,FY,76021000.0,-52251000.0,-23638000.0,-47408000.0,2780000.0,-20858000.0,,,,,,,,,,,,,,,,
EOG,2017-12-31,USD,2017,FY,11208320000.0,,1405642000.0,-9802678000.0,3409387000.0,4815029000.0,,,,,,,,,,,,,,,,
EOG,2018-12-31,USD,2018,FY,17275399000.0,,4816367000.0,-12459032000.0,3435408000.0,8251775000.0,US,EOG US,5767.0,"EOG Resources, Inc.",2018.0,2018-08-15T00:00:00Z,United States of America,, Investor," Natural gas extraction, Oil & gas extraction, Oil & gas marketing & retailing"," Oil & gas extraction & production, Oil & gas retailing", Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas
EOG,2019-12-31,USD,2019,FY,17379973000.0,,4216907000.0,-13163066000.0,3749704000.0,7966611000.0,US,EOG US,5767.0,"EOG Resources, Inc.",2019.0,2019-07-31T16:03:31Z,United States of America,, Investor," Natural gas extraction, Oil & gas extraction, Oil & gas marketing & retailing"," Oil & gas extraction & production, Oil & gas retailing", Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas
EPAM,2017-12-31,USD,2017,FY,1450448000.0,-921352000.0,172946000.0,-356150000.0,28562000.0,201508000.0,,,,,,,,,,,,,,,,
EPAM,2018-12-31,USD,2018,FY,1842912000.0,-1186921000.0,245764000.0,-410227000.0,36640000.0,282404000.0,,,,,,,,,,,,,,,,
EPAM,2019-12-31,USD,2019,FY,2293798000.0,-1488198000.0,302850000.0,-502750000.0,45317000.0,348167000.0,,,,,,,,,,,,,,,,
EPD,2017-12-31,USD,2017,FY,29241500000.0,-25557500000.0,3502900000.0,-181100000.0,1644000000.0,5146900000.0,,,,,,,,,,,,,,,,
EPD,2018-12-31,USD,2018,FY,36534200000.0,-31397300000.0,4928600000.0,-208300000.0,1791600000.0,6720200000.0,,,,,,,,,,,,,,,,
EPD,2019-12-31,USD,2019,FY,32789200000.0,-27061800000.0,5515700000.0,-211700000.0,1949300000.0,7465000000.0,,,,,,,,,,,,,,,,
EPE,2017-12-31,USD,2017,FY,1066000000.0,-2000000.0,141000000.0,-923000000.0,487000000.0,628000000.0,,,,,,,,,,,,,,,,
EPE,2018-12-31,USD,2018,FY,1324000000.0,-3000000.0,385000000.0,-936000000.0,507000000.0,892000000.0,,,,,,,,,,,,,,,,
EPE,2019-12-31,USD,2019,FY,709000000.0,0.0,-126000000.0,-835000000.0,418000000.0,292000000.0,,,,,,,,,,,,,,,,
EPM,2017-06-30,USD,2017,FY,34484896.0,-10835809.0,12944274.0,-10704813.0,5503628.0,18447902.0,,,,,,,,,,,,,,,,
EPM,2018-06-30,USD,2018,FY,41281212.0,-12193502.0,16301931.0,-12785779.0,6068265.0,22370196.0,,,,,,,,,,,,,,,,
EPZM,2017-12-31,USD,2017,FY,10000000.0,,-136842000.0,-146842000.0,1639000.0,-135203000.0,,,,,,,,,,,,,,,,
EPZM,2018-12-31,USD,2018,FY,21700000.0,,-128105000.0,-149805000.0,1052000.0,-127053000.0,,,,,,,,,,,,,,,,
EPZM,2019-12-31,USD,2019,FY,23800000.0,,-177142000.0,-200942000.0,840000.0,-176302000.0,,,,,,,,,,,,,,,,
EQIX,2017-12-31,USD,2017,FY,4368428000.0,-2193149000.0,847649000.0,-1327630000.0,1042480000.0,1890129000.0,,,,,,,,,,,,,,,,
EQIX,2018-12-31,USD,2018,FY,5071654000.0,-2605475000.0,1005783000.0,-1460396000.0,1227489000.0,2233272000.0,US,EQIX US,33267.0,"EQUINIX, INC.",2018.0,2018-08-23T00:00:00Z,United States of America,," Investor, Supply Chain", Servers & data centers," Media, telecommunications & data center services", Services,Servers & data centers,"Media, telecommunications & data center services",Services,General
EQIX,2019-12-31,USD,2019,FY,5562140000.0,-2810184000.0,1165892000.0,-1586064000.0,1284837000.0,2450729000.0,US,EQIX US,33267.0,"EQUINIX, INC.",2019.0,2019-08-20T20:45:43Z,United States of America,," Investor, Supply Chain", Servers & data centers," Media, telecommunications & data center services", Services,Servers & data centers,"Media, telecommunications & data center services",Services,General
EQR,2017-12-31,USD,2017,FY,2471406000.0,-490774000.0,849164000.0,-1131468000.0,747577000.0,1596741000.0,,,,,,,,,,,,,,,,
EQR,2018-12-31,USD,2018,FY,2578434000.0,-521820000.0,859262000.0,-1197352000.0,790117000.0,1649379000.0,,,,,,,,,,,,,,,,
EQT,2017-12-31,USD,2017,FY,3091020000.0,-1346132000.0,541952000.0,-1202936000.0,1088499000.0,1630451000.0,,,,,,,,,,,,,,,,
EQT,2018-12-31,USD,2018,FY,4557868000.0,-1892776000.0,763702000.0,-1901390000.0,1807113000.0,2570815000.0,,,,,,,,,,,,,,,,
EQT,2019-12-31,USD,2019,FY,4416484000.0,-1906537000.0,675057000.0,-1834890000.0,1574661000.0,2249718000.0,,,,,,,,,,,,,,,,
ES,2017-12-31,USD,2017,FY,7751952000.0,-2535271000.0,2488975000.0,-2727706000.0,773802000.0,3262777000.0,,,,,,,,,,,,,,,,
ES,2018-12-31,USD,2018,FY,8448201000.0,-3138969000.0,2424336000.0,-2884896000.0,819930000.0,3244266000.0,US,ES US,13483.0,Eversource Energy,2018.0,2018-08-15T00:00:00Z,United States of America,," Investor, Supply Chain"," Electricity networks, Gas utilities", Energy utility networks, Infrastructure,Electricity networks,Energy utility networks,Infrastructure,Electric utilities
ES,2019-12-31,USD,2019,FY,8526470000.0,-3040160000.0,2526884000.0,-2959426000.0,885278000.0,3412162000.0,US,ES US,13483.0,Eversource Energy,2019.0,2019-08-16T15:38:05Z,United States of America,, Investor," Electricity networks, Gas utilities", Energy utility networks, Infrastructure,Gas utilities,Energy utility networks,Infrastructure,General
ESCA,2017-12-31,USD,2017,FY,177333000.0,-132606000.0,14600000.0,-30127000.0,3910000.0,18510000.0,,,,,,,,,,,,,,,,
ESCA,2018-12-31,USD,2018,FY,175780000.0,-130750000.0,13817000.0,-31213000.0,3857000.0,17674000.0,,,,,,,,,,,,,,,,
ESCA,2019-12-31,USD,2019,FY,180541000.0,-138181000.0,9275000.0,-33085000.0,4031000.0,13306000.0,,,,,,,,,,,,,,,,
ESDI,2017-12-31,USD,2017,FY,2610996.0,-1634069.0,-4788900.0,-5765827.0,92016.0,-4696884.0,,,,,,,,,,,,,,,,
ESL,2017-09-30,USD,2017,FY,2000304000.0,-1340259000.0,175286000.0,-484759000.0,103770000.0,279056000.0,,,,,,,,,,,,,,,,
ESL,2018-09-30,USD,2018,FY,2034839000.0,-1368531000.0,186309000.0,-479999000.0,106724000.0,293033000.0,,,,,,,,,,,,,,,,
ESP,2017-06-30,USD,2017,FY,22521012.0,-17806444.0,1526456.0,-3188112.0,435557.0,1962013.0,,,,,,,,,,,,,,,,
ESP,2018-06-30,USD,2018,FY,32517883.0,-24855631.0,3853857.0,-3808395.0,429679.0,4283536.0,,,,,,,,,,,,,,,,
ESP,2019-06-30,USD,2019,FY,36477851.0,-29414678.0,2652939.0,-4410234.0,540978.0,3193917.0,,,,,,,,,,,,,,,,
ESP,2020-06-30,USD,2020,FY,31526231.0,-25967616.0,1172308.0,-4386307.0,568528.0,1740836.0,,,,,,,,,,,,,,,,
ESRX,2017-12-31,USD,2017,FY,100064600000.0,-91302500000.0,5494000000.0,-3268100000.0,1802000000.0,7296000000.0,,,,,,,,,,,,,,,,
ESS,2017-12-31,USD,2017,FY,1363899000.0,-259232000.0,446522000.0,-658145000.0,468881000.0,915403000.0,,,,,,,,,,,,,,,,
ESS,2018-12-31,USD,2018,FY,1400053000.0,-264871000.0,450322000.0,-684860000.0,479884000.0,930206000.0,,,,,,,,,,,,,,,,
ESS,2019-12-31,USD,2019,FY,1460155000.0,-188069000.0,484444000.0,-787642000.0,483750000.0,968194000.0,,,,,,,,,,,,,,,,
ESTC,2018-04-30,USD,2018,FY,159935000.0,-40740000.0,-47994000.0,-167189000.0,5066000.0,-42928000.0,,,,,,,,,,,,,,,,
ESTC,2019-04-30,USD,2019,FY,271653000.0,-78010000.0,-101356000.0,-294999000.0,5695000.0,-95661000.0,,,,,,,,,,,,,,,,
ESTC,2020-04-30,USD,2020,FY,427620000.0,-122690000.0,-171105000.0,-476035000.0,12859000.0,-158246000.0,,,,,,,,,,,,,,,,
ESV,2017-12-31,USD,2017,FY,1843000000.0,-1189500000.0,50900000.0,-602600000.0,-61600000.0,-10700000.0,,,,,,,,,,,,,,,,
ESV,2018-12-31,USD,2018,FY,1705400000.0,-1319400000.0,-195600000.0,-581600000.0,-40200000.0,-235800000.0,,,,,,,,,,,,,,,,
ESV,2019-12-31,USD,2019,FY,2053200000.0,-1806000000.0,-551400000.0,-798600000.0,,-551400000.0,,,,,,,,,,,,,,,,
ETE,2018-12-31,USD,2018,FY,54087000000.0,-41658000000.0,5779000000.0,-6650000000.0,2859000000.0,8638000000.0,,,,,,,,,,,,,,,,
ETH,2017-06-30,USD,2017,FY,763385000.0,-343662000.0,57950000.0,-361773000.0,20115000.0,78065000.0,,,,,,,,,,,,,,,,
ETH,2018-06-30,USD,2018,FY,766784000.0,-350820000.0,48867000.0,-367097000.0,19831000.0,68698000.0,,,,,,,,,,,,,,,,
ETH,2019-06-30,USD,2019,FY,746684000.0,-337193000.0,52327000.0,-357164000.0,19637000.0,71964000.0,,,,,,,,,,,,,,,,
ETH,2020-06-30,USD,2020,FY,589837000.0,-266705000.0,11625000.0,-311507000.0,16859000.0,28484000.0,,,,,,,,,,,,,,,,
ETM,2017-12-31,USD,2017,FY,592884000.0,-443512000.0,85967000.0,-63405000.0,15546000.0,101513000.0,,,,,,,,,,,,,,,,
ETM,2018-12-31,USD,2018,FY,1462567000.0,-1099278000.0,249509000.0,-113780000.0,44288000.0,293797000.0,,,,,,,,,,,,,,,,
ETM,2019-12-31,USD,2019,FY,1489929000.0,,273677000.0,-1216252000.0,45331000.0,319008000.0,,,,,,,,,,,,,,,,
ETN,2017-12-31,USD,2017,FY,20404000000.0,-13756000000.0,2499000000.0,-4149000000.0,914000000.0,3413000000.0,,,,,,,,,,,,,,,,
ETN,2018-12-31,USD,2018,FY,21609000000.0,-14511000000.0,2966000000.0,-4132000000.0,903000000.0,3869000000.0,US,ETN US,5194.0,Eaton Corporation,2018.0,2018-09-12T00:00:00Z,United States of America,," Investor, Supply Chain"," Electrical equipment, Engines & motors, Fabricated metal components, Industrial machinery"," Electrical & electronic equipment, Metal products manufacturing, Powered machinery", Manufacturing,Electrical equipment,Electrical & electronic equipment,Manufacturing,General
ETN,2019-12-31,USD,2019,FY,21390000000.0,-14338000000.0,2863000000.0,-4189000000.0,884000000.0,3747000000.0,US,ETN US,5194.0,Eaton Corporation,2019.0,2019-07-31T20:24:02Z,United States of America,," Investor, Supply Chain"," Electrical equipment, Engines & motors, Fabricated metal components, Industrial machinery"," Electrical & electronic equipment, Metal products manufacturing, Powered machinery", Manufacturing,Electrical equipment,Electrical & electronic equipment,Manufacturing,General
ETR,2017-12-31,USD,2017,FY,11074481000.0,-3419539000.0,1898779000.0,-5756163000.0,2078578000.0,3977357000.0,,,,,,,,,,,,,,,,
ETR,2018-12-31,USD,2018,FY,11009452000.0,-3806592000.0,1001686000.0,-6201174000.0,2040555000.0,3042241000.0,,,,,,,,,,,,,,,,
ETR,2019-12-31,USD,2019,FY,10878673000.0,-3222498000.0,1680524000.0,-5975651000.0,2182313000.0,3862837000.0,,,,,,,,,,,,,,,,
ETRN,2017-12-31,USD,2017,FY,895558000.0,-84831000.0,628174000.0,-182553000.0,102214000.0,730388000.0,,,,,,,,,,,,,,,,
